= Coverage for C:\Users\dipeck.REDMOND\source\repos\diondrapeck\azure-sdk-for-python\sdk\ml\azure-ai-ml\azure\ =
------------------------------ Detailed Coverage ------------------------------
| Name                                                                                                                     |  Status |
|   AliasPatternType (L52)                                                                                                 | COVERED |
|   AliasType (L59)                                                                                                        | COVERED |
|   ChangeType (L67)                                                                                                       | COVERED |
|   DeploymentMode (L78)                                                                                                   | COVERED |
|   OnErrorDeploymentType (L90)                                                                                            | COVERED |
|   PropertyChangeType (L99)                                                                                               | COVERED |
|   ProvisioningOperation (L108)                                                                                           | COVERED |
|   ProvisioningState (L125)                                                                                               | COVERED |
|   ResourceIdentityType (L142)                                                                                            | COVERED |
|   TagsPatchOperation (L151)                                                                                              | COVERED |
|   WhatIfResultFormat (L159)                                                                                              | COVERED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_vendor\azure_resources\operations\__init__.py (module)                                                            |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_vendor\azure_resources\operations\_deployment_operations_operations.py (module)                                   |  MISSED |
|   DeploymentOperationsOperations (L32)                                                                                   | COVERED |
|     DeploymentOperationsOperations.__init__ (L48)                                                                        |  MISSED |
|     DeploymentOperationsOperations.get_at_scope (L54)                                                                    | COVERED |
|     DeploymentOperationsOperations.list_at_scope (L117)                                                                  | COVERED |
|       DeploymentOperationsOperations.list_at_scope.prepare_request (L144)                                                |  MISSED |
|       DeploymentOperationsOperations.list_at_scope.extract_data (L177)                                                   |  MISSED |
|       DeploymentOperationsOperations.list_at_scope.get_next (L184)                                                       |  MISSED |
|     DeploymentOperationsOperations.get_at_tenant_scope (L200)                                                            | COVERED |
|     DeploymentOperationsOperations.list_at_tenant_scope (L259)                                                           | COVERED |
|       DeploymentOperationsOperations.list_at_tenant_scope.prepare_request (L283)                                         |  MISSED |
|       DeploymentOperationsOperations.list_at_tenant_scope.extract_data (L315)                                            |  MISSED |
|       DeploymentOperationsOperations.list_at_tenant_scope.get_next (L322)                                                |  MISSED |
|     DeploymentOperationsOperations.get_at_management_group_scope (L338)                                                  | COVERED |
|     DeploymentOperationsOperations.list_at_management_group_scope (L401)                                                 | COVERED |
|       DeploymentOperationsOperations.list_at_management_group_scope.prepare_request (L428)                               |  MISSED |
|       DeploymentOperationsOperations.list_at_management_group_scope.extract_data (L461)                                  |  MISSED |
|       DeploymentOperationsOperations.list_at_management_group_scope.get_next (L468)                                      |  MISSED |
|     DeploymentOperationsOperations.get_at_subscription_scope (L484)                                                      | COVERED |
|     DeploymentOperationsOperations.list_at_subscription_scope (L544)                                                     | COVERED |
|       DeploymentOperationsOperations.list_at_subscription_scope.prepare_request (L568)                                   |  MISSED |
|       DeploymentOperationsOperations.list_at_subscription_scope.extract_data (L603)                                      |  MISSED |
|       DeploymentOperationsOperations.list_at_subscription_scope.get_next (L610)                                          |  MISSED |
|     DeploymentOperationsOperations.get (L626)                                                                            | COVERED |
|     DeploymentOperationsOperations.list (L697)                                                                           | COVERED |
|       DeploymentOperationsOperations.list.prepare_request (L724)                                                         |  MISSED |
|       DeploymentOperationsOperations.list.extract_data (L767)                                                            |  MISSED |
|       DeploymentOperationsOperations.list.get_next (L774)                                                                |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_vendor\azure_resources\operations\_deployments_operations.py (module)                                             |  MISSED |
|   DeploymentsOperations (L34)                                                                                            | COVERED |
|     DeploymentsOperations.__init__ (L50)                                                                                 |  MISSED |
|     DeploymentsOperations._delete_at_scope_initial (L56)                                                                 |  MISSED |
|     DeploymentsOperations.begin_delete_at_scope (L100)                                                                   | COVERED |
|       DeploymentsOperations.begin_delete_at_scope.get_long_running_output (L143)                                         |  MISSED |
|     DeploymentsOperations.check_existence_at_scope (L165)                                                                | COVERED |
|     DeploymentsOperations._create_or_update_at_scope_initial (L222)                                                      |  MISSED |
|     DeploymentsOperations.begin_create_or_update_at_scope (L280)                                                         | COVERED |
|       DeploymentsOperations.begin_create_or_update_at_scope.get_long_running_output (L320)                               |  MISSED |
|     DeploymentsOperations.get_at_scope (L345)                                                                            | COVERED |
|     DeploymentsOperations.cancel_at_scope (L404)                                                                         | COVERED |
|     DeploymentsOperations._validate_at_scope_initial (L464)                                                              |  MISSED |
|     DeploymentsOperations.begin_validate_at_scope (L523)                                                                 | COVERED |
|       DeploymentsOperations.begin_validate_at_scope.get_long_running_output (L562)                                       |  MISSED |
|     DeploymentsOperations.export_template_at_scope (L587)                                                                | COVERED |
|     DeploymentsOperations.list_at_scope (L646)                                                                           | COVERED |
|       DeploymentsOperations.list_at_scope.prepare_request (L674)                                                         |  MISSED |
|       DeploymentsOperations.list_at_scope.extract_data (L701)                                                            |  MISSED |
|       DeploymentsOperations.list_at_scope.get_next (L708)                                                                |  MISSED |
|     DeploymentsOperations._delete_at_tenant_scope_initial (L724)                                                         |  MISSED |
|     DeploymentsOperations.begin_delete_at_tenant_scope (L766)                                                            | COVERED |
|       DeploymentsOperations.begin_delete_at_tenant_scope.get_long_running_output (L806)                                  |  MISSED |
|     DeploymentsOperations.check_existence_at_tenant_scope (L828)                                                         | COVERED |
|     DeploymentsOperations._create_or_update_at_tenant_scope_initial (L881)                                               |  MISSED |
|     DeploymentsOperations.begin_create_or_update_at_tenant_scope (L937)                                                  | COVERED |
|       DeploymentsOperations.begin_create_or_update_at_tenant_scope.get_long_running_output (L974)                        |  MISSED |
|     DeploymentsOperations.get_at_tenant_scope (L999)                                                                     | COVERED |
|     DeploymentsOperations.cancel_at_tenant_scope (L1054)                                                                 | COVERED |
|     DeploymentsOperations._validate_at_tenant_scope_initial (L1110)                                                      |  MISSED |
|     DeploymentsOperations.begin_validate_at_tenant_scope (L1167)                                                         | COVERED |
|       DeploymentsOperations.begin_validate_at_tenant_scope.get_long_running_output (L1203)                               |  MISSED |
|     DeploymentsOperations._what_if_at_tenant_scope_initial (L1228)                                                       |  MISSED |
|     DeploymentsOperations.begin_what_if_at_tenant_scope (L1287)                                                          | COVERED |
|       DeploymentsOperations.begin_what_if_at_tenant_scope.get_long_running_output (L1323)                                |  MISSED |
|     DeploymentsOperations.export_template_at_tenant_scope (L1348)                                                        | COVERED |
|     DeploymentsOperations.list_at_tenant_scope (L1403)                                                                   | COVERED |
|       DeploymentsOperations.list_at_tenant_scope.prepare_request (L1428)                                                 |  MISSED |
|       DeploymentsOperations.list_at_tenant_scope.extract_data (L1451)                                                    |  MISSED |
|       DeploymentsOperations.list_at_tenant_scope.get_next (L1458)                                                        |  MISSED |
|     DeploymentsOperations._delete_at_management_group_scope_initial (L1474)                                              |  MISSED |
|     DeploymentsOperations.begin_delete_at_management_group_scope (L1518)                                                 | COVERED |
|       DeploymentsOperations.begin_delete_at_management_group_scope.get_long_running_output (L1561)                       |  MISSED |
|     DeploymentsOperations.check_existence_at_management_group_scope (L1583)                                              | COVERED |
|     DeploymentsOperations._create_or_update_at_management_group_scope_initial (L1640)                                    |  MISSED |
|     DeploymentsOperations.begin_create_or_update_at_management_group_scope (L1698)                                       | COVERED |
|       DeploymentsOperations.begin_create_or_update_at_management_group_scope.get_long_running_output (L1742)             |  MISSED |
|     DeploymentsOperations.get_at_management_group_scope (L1767)                                                          | COVERED |
|     DeploymentsOperations.cancel_at_management_group_scope (L1826)                                                       | COVERED |
|     DeploymentsOperations._validate_at_management_group_scope_initial (L1886)                                            |  MISSED |
|     DeploymentsOperations.begin_validate_at_management_group_scope (L1945)                                               | COVERED |
|       DeploymentsOperations.begin_validate_at_management_group_scope.get_long_running_output (L1988)                     |  MISSED |
|     DeploymentsOperations._what_if_at_management_group_scope_initial (L2013)                                             |  MISSED |
|     DeploymentsOperations.begin_what_if_at_management_group_scope (L2074)                                                | COVERED |
|       DeploymentsOperations.begin_what_if_at_management_group_scope.get_long_running_output (L2117)                      |  MISSED |
|     DeploymentsOperations.export_template_at_management_group_scope (L2142)                                              | COVERED |
|     DeploymentsOperations.list_at_management_group_scope (L2201)                                                         | COVERED |
|       DeploymentsOperations.list_at_management_group_scope.prepare_request (L2229)                                       |  MISSED |
|       DeploymentsOperations.list_at_management_group_scope.extract_data (L2256)                                          |  MISSED |
|       DeploymentsOperations.list_at_management_group_scope.get_next (L2263)                                              |  MISSED |
|     DeploymentsOperations._delete_at_subscription_scope_initial (L2279)                                                  |  MISSED |
|     DeploymentsOperations.begin_delete_at_subscription_scope (L2322)                                                     | COVERED |
|       DeploymentsOperations.begin_delete_at_subscription_scope.get_long_running_output (L2362)                           |  MISSED |
|     DeploymentsOperations.check_existence_at_subscription_scope (L2384)                                                  | COVERED |
|     DeploymentsOperations._create_or_update_at_subscription_scope_initial (L2438)                                        |  MISSED |
|     DeploymentsOperations.begin_create_or_update_at_subscription_scope (L2495)                                           | COVERED |
|       DeploymentsOperations.begin_create_or_update_at_subscription_scope.get_long_running_output (L2532)                 |  MISSED |
|     DeploymentsOperations.get_at_subscription_scope (L2557)                                                              | COVERED |
|     DeploymentsOperations.cancel_at_subscription_scope (L2613)                                                           | COVERED |
|     DeploymentsOperations._validate_at_subscription_scope_initial (L2670)                                                |  MISSED |
|     DeploymentsOperations.begin_validate_at_subscription_scope (L2728)                                                   | COVERED |
|       DeploymentsOperations.begin_validate_at_subscription_scope.get_long_running_output (L2764)                         |  MISSED |
|     DeploymentsOperations._what_if_at_subscription_scope_initial (L2789)                                                 |  MISSED |
|     DeploymentsOperations.begin_what_if_at_subscription_scope (L2849)                                                    | COVERED |
|       DeploymentsOperations.begin_what_if_at_subscription_scope.get_long_running_output (L2885)                          |  MISSED |
|     DeploymentsOperations.export_template_at_subscription_scope (L2910)                                                  | COVERED |
|     DeploymentsOperations.list_at_subscription_scope (L2966)                                                             | COVERED |
|       DeploymentsOperations.list_at_subscription_scope.prepare_request (L2991)                                           |  MISSED |
|       DeploymentsOperations.list_at_subscription_scope.extract_data (L3020)                                              |  MISSED |
|       DeploymentsOperations.list_at_subscription_scope.get_next (L3027)                                                  |  MISSED |
|     DeploymentsOperations._delete_initial (L3043)                                                                        |  MISSED |
|     DeploymentsOperations.begin_delete (L3095)                                                                           | COVERED |
|       DeploymentsOperations.begin_delete.get_long_running_output (L3143)                                                 |  MISSED |
|     DeploymentsOperations.check_existence (L3165)                                                                        | COVERED |
|     DeploymentsOperations._create_or_update_initial (L3231)                                                              |  MISSED |
|     DeploymentsOperations.begin_create_or_update (L3297)                                                                 | COVERED |
|       DeploymentsOperations.begin_create_or_update.get_long_running_output (L3342)                                       |  MISSED |
|     DeploymentsOperations.get (L3367)                                                                                    | COVERED |
|     DeploymentsOperations.cancel (L3434)                                                                                 | COVERED |
|     DeploymentsOperations._validate_initial (L3502)                                                                      |  MISSED |
|     DeploymentsOperations.begin_validate (L3569)                                                                         | COVERED |
|       DeploymentsOperations.begin_validate.get_long_running_output (L3613)                                               |  MISSED |
|     DeploymentsOperations._what_if_initial (L3638)                                                                       |  MISSED |
|     DeploymentsOperations.begin_what_if (L3707)                                                                          | COVERED |
|       DeploymentsOperations.begin_what_if.get_long_running_output (L3751)                                                |  MISSED |
|     DeploymentsOperations.export_template (L3776)                                                                        | COVERED |
|     DeploymentsOperations.list_by_resource_group (L3843)                                                                 | COVERED |
|       DeploymentsOperations.list_by_resource_group.prepare_request (L3872)                                               |  MISSED |
|       DeploymentsOperations.list_by_resource_group.extract_data (L3909)                                                  |  MISSED |
|       DeploymentsOperations.list_by_resource_group.get_next (L3916)                                                      |  MISSED |
|     DeploymentsOperations.calculate_template_hash (L3932)                                                                | COVERED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_vendor\azure_resources\operations\_operations.py (module)                                                         |  MISSED |
|   Operations (L32)                                                                                                       | COVERED |
|     Operations.__init__ (L48)                                                                                            |  MISSED |
|     Operations.list (L54)                                                                                                | COVERED |
|       Operations.list.prepare_request (L71)                                                                              |  MISSED |
|       Operations.list.extract_data (L90)                                                                                 |  MISSED |
|       Operations.list.get_next (L97)                                                                                     |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_vendor\azure_resources\operations\_providers_operations.py (module)                                               |  MISSED |
|   ProvidersOperations (L32)                                                                                              | COVERED |
|     ProvidersOperations.__init__ (L48)                                                                                   |  MISSED |
|     ProvidersOperations.unregister (L54)                                                                                 | COVERED |
|     ProvidersOperations.register (L110)                                                                                  | COVERED |
|     ProvidersOperations.list (L166)                                                                                      | COVERED |
|       ProvidersOperations.list.prepare_request (L192)                                                                    |  MISSED |
|       ProvidersOperations.list.extract_data (L221)                                                                       |  MISSED |
|       ProvidersOperations.list.get_next (L228)                                                                           |  MISSED |
|     ProvidersOperations.list_at_tenant_scope (L244)                                                                      | COVERED |
|       ProvidersOperations.list_at_tenant_scope.prepare_request (L270)                                                    |  MISSED |
|       ProvidersOperations.list_at_tenant_scope.extract_data (L293)                                                       |  MISSED |
|       ProvidersOperations.list_at_tenant_scope.get_next (L300)                                                           |  MISSED |
|     ProvidersOperations.get (L316)                                                                                       | COVERED |
|     ProvidersOperations.get_at_tenant_scope (L378)                                                                       | COVERED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_vendor\azure_resources\operations\_resource_groups_operations.py (module)                                         |  MISSED |
|   ResourceGroupsOperations (L34)                                                                                         | COVERED |
|     ResourceGroupsOperations.__init__ (L50)                                                                              |  MISSED |
|     ResourceGroupsOperations.check_existence (L56)                                                                       | COVERED |
|     ResourceGroupsOperations.create_or_update (L116)                                                                     | COVERED |
|     ResourceGroupsOperations._delete_initial (L191)                                                                      |  MISSED |
|     ResourceGroupsOperations.begin_delete (L239)                                                                         | COVERED |
|       ResourceGroupsOperations.begin_delete.get_long_running_output (L273)                                               |  MISSED |
|     ResourceGroupsOperations.get (L295)                                                                                  | COVERED |
|     ResourceGroupsOperations.update (L357)                                                                               | COVERED |
|     ResourceGroupsOperations._export_template_initial (L431)                                                             |  MISSED |
|     ResourceGroupsOperations.begin_export_template (L491)                                                                | COVERED |
|       ResourceGroupsOperations.begin_export_template.get_long_running_output (L526)                                      |  MISSED |
|     ResourceGroupsOperations.list (L551)                                                                                 | COVERED |
|       ResourceGroupsOperations.list.prepare_request (L577)                                                               |  MISSED |
|       ResourceGroupsOperations.list.extract_data (L606)                                                                  |  MISSED |
|       ResourceGroupsOperations.list.get_next (L613)                                                                      |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_vendor\azure_resources\operations\_resources_operations.py (module)                                               |  MISSED |
|   ResourcesOperations (L34)                                                                                              | COVERED |
|     ResourcesOperations.__init__ (L50)                                                                                   |  MISSED |
|     ResourcesOperations.list_by_resource_group (L56)                                                                     | COVERED |
|       ResourcesOperations.list_by_resource_group.prepare_request (L101)                                                  |  MISSED |
|       ResourcesOperations.list_by_resource_group.extract_data (L140)                                                     |  MISSED |
|       ResourcesOperations.list_by_resource_group.get_next (L147)                                                         |  MISSED |
|     ResourcesOperations._move_resources_initial (L163)                                                                   |  MISSED |
|     ResourcesOperations.begin_move_resources (L217)                                                                      | COVERED |
|       ResourcesOperations.begin_move_resources.get_long_running_output (L261)                                            |  MISSED |
|     ResourcesOperations._validate_move_resources_initial (L283)                                                          |  MISSED |
|     ResourcesOperations.begin_validate_move_resources (L337)                                                             | COVERED |
|       ResourcesOperations.begin_validate_move_resources.get_long_running_output (L383)                                   |  MISSED |
|     ResourcesOperations.list (L405)                                                                                      | COVERED |
|       ResourcesOperations.list.prepare_request (L447)                                                                    |  MISSED |
|       ResourcesOperations.list.extract_data (L478)                                                                       |  MISSED |
|       ResourcesOperations.list.get_next (L485)                                                                           |  MISSED |
|     ResourcesOperations.check_existence (L501)                                                                           | COVERED |
|     ResourcesOperations._delete_initial (L583)                                                                           |  MISSED |
|     ResourcesOperations.begin_delete (L643)                                                                              | COVERED |
|       ResourcesOperations.begin_delete.get_long_running_output (L698)                                                    |  MISSED |
|     ResourcesOperations._create_or_update_initial (L720)                                                                 |  MISSED |
|     ResourcesOperations.begin_create_or_update (L795)                                                                    | COVERED |
|       ResourcesOperations.begin_create_or_update.get_long_running_output (L854)                                          |  MISSED |
|     ResourcesOperations._update_initial (L879)                                                                           |  MISSED |
|     ResourcesOperations.begin_update (L951)                                                                              | COVERED |
|       ResourcesOperations.begin_update.get_long_running_output (L1010)                                                   |  MISSED |
|     ResourcesOperations.get (L1035)                                                                                      | COVERED |
|     ResourcesOperations.check_existence_by_id (L1119)                                                                    | COVERED |
|     ResourcesOperations._delete_by_id_initial (L1174)                                                                    |  MISSED |
|     ResourcesOperations.begin_delete_by_id (L1214)                                                                       | COVERED |
|       ResourcesOperations.begin_delete_by_id.get_long_running_output (L1251)                                             |  MISSED |
|     ResourcesOperations._create_or_update_by_id_initial (L1273)                                                          |  MISSED |
|     ResourcesOperations.begin_create_or_update_by_id (L1328)                                                             | COVERED |
|       ResourcesOperations.begin_create_or_update_by_id.get_long_running_output (L1368)                                   |  MISSED |
|     ResourcesOperations._update_by_id_initial (L1393)                                                                    |  MISSED |
|     ResourcesOperations.begin_update_by_id (L1445)                                                                       | COVERED |
|       ResourcesOperations.begin_update_by_id.get_long_running_output (L1485)                                             |  MISSED |
|     ResourcesOperations.get_by_id (L1510)                                                                                | COVERED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_vendor\azure_resources\operations\_tags_operations.py (module)                                                    |  MISSED |
|   TagsOperations (L32)                                                                                                   | COVERED |
|     TagsOperations.__init__ (L48)                                                                                        |  MISSED |
|     TagsOperations.delete_value (L54)                                                                                    | COVERED |
|     TagsOperations.create_or_update_value (L112)                                                                         | COVERED |
|     TagsOperations.create_or_update (L177)                                                                               | COVERED |
|     TagsOperations.delete (L240)                                                                                         | COVERED |
|     TagsOperations.list (L294)                                                                                           | COVERED |
|       TagsOperations.list.prepare_request (L316)                                                                         |  MISSED |
|       TagsOperations.list.extract_data (L341)                                                                            |  MISSED |
|       TagsOperations.list.get_next (L348)                                                                                |  MISSED |
|     TagsOperations.create_or_update_at_scope (L364)                                                                      | COVERED |
|     TagsOperations.update_at_scope (L428)                                                                                | COVERED |
|     TagsOperations.get_at_scope (L496)                                                                                   | COVERED |
|     TagsOperations.delete_at_scope (L551)                                                                                | COVERED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\automl\__init__.py (module)                                                                                        | COVERED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\automl\_automl_image.py (module)                                                                                   | COVERED |
|   _create_image_job (L23)                                                                                                | COVERED |
|   image_classification (L45)                                                                                             | COVERED |
|   image_classification_multilabel (L98)                                                                                  | COVERED |
|   image_object_detection (L151)                                                                                          | COVERED |
|   image_instance_segmentation (L203)                                                                                     | COVERED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\automl\_automl_nlp.py (module)                                                                                     | COVERED |
|   text_classification (L17)                                                                                              | COVERED |
|   text_classification_multilabel (L63)                                                                                   | COVERED |
|   text_ner (L111)                                                                                                        | COVERED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\automl\_automl_tabular.py (module)                                                                                 | COVERED |
|   classification (L19)                                                                                                   | COVERED |
|   regression (L160)                                                                                                      | COVERED |
|   forecasting (L302)                                                                                                     | COVERED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\constants\__init__.py (module)                                                                                     | COVERED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\constants\_common.py (module)                                                                                      |  MISSED |
|   AzureMLResourceType (L179)                                                                                             | COVERED |
|   ArmConstants (L239)                                                                                                    | COVERED |
|   HttpResponseStatusCode (L322)                                                                                          | COVERED |
|   OperationStatus (L329)                                                                                                 | COVERED |
|   CommonYamlFields (L346)                                                                                                | COVERED |
|   GitProperties (L361)                                                                                                   | COVERED |
|   LROConfigurations (L384)                                                                                               | COVERED |
|   OrderString (L401)                                                                                                     | COVERED |
|   YAMLRefDocLinks (L414)                                                                                                 | COVERED |
|   YAMLRefDocSchemaNames (L449)                                                                                           | COVERED |
|   DockerTypes (L503)                                                                                                     | COVERED |
|   DataType (L515)                                                                                                        | COVERED |
|   LoggingLevel (L527)                                                                                                    | COVERED |
|   TimeZone (L539)                                                                                                        | COVERED |
|   AssetTypes (L675)                                                                                                      | COVERED |
|   InputTypes (L696)                                                                                                      | COVERED |
|   WorkspaceResourceConstants (L712)                                                                                      | COVERED |
|   InputOutputModes (L723)                                                                                                | COVERED |
|   LegacyAssetTypes (L748)                                                                                                | COVERED |
|   PublicNetworkAccess (L758)                                                                                             | COVERED |
|   ModelType (L772)                                                                                                       | COVERED |
|   RollingRate (L787)                                                                                                     | COVERED |
|   Scope (L801)                                                                                                           | COVERED |
|   IdentityType (L813)                                                                                                    | COVERED |
|   Boolean (L827)                                                                                                         | COVERED |
|   IPProtectionLevel (L839)                                                                                               |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\constants\_component.py (module)                                                                                   |  MISSED |
|   ComponentJobConstants (L8)                                                                                             |  MISSED |
|   NodeType (L17)                                                                                                         |  MISSED |
|   ControlFlowType (L31)                                                                                                  |  MISSED |
|   DataTransferTaskType (L40)                                                                                             |  MISSED |
|   DataCopyMode (L46)                                                                                                     |  MISSED |
|   ExternalDataType (L51)                                                                                                 |  MISSED |
|   DataTransferBuiltinComponentUri (L56)                                                                                  |  MISSED |
|   ComponentSource (L62)                                                                                                  | COVERED |
|   ParallelTaskType (L76)                                                                                                 |  MISSED |
|   ComponentParameterTypes (L82)                                                                                          |  MISSED |
|   IOConstants (L89)                                                                                                      |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\constants\_compute.py (module)                                                                                     |  MISSED |
|   ComputeType (L6)                                                                                                       | COVERED |
|   ComputeTier (L32)                                                                                                      | COVERED |
|   IdentityType (L45)                                                                                                     | COVERED |
|   ComputeDefaults (L61)                                                                                                  | COVERED |
|   CustomApplicationDefaults (L84)                                                                                        | COVERED |
|   ComputeSizeTier (L117)                                                                                                 | COVERED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\constants\_deployment.py (module)                                                                                  |  MISSED |
|   DeploymentType (L6)                                                                                                    |  MISSED |
|   BatchDeploymentOutputAction (L11)                                                                                      |  MISSED |
|   BatchDeploymentType (L16)                                                                                              |  MISSED |
|   EndpointDeploymentLogContainerType (L21)                                                                               |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\constants\_endpoint.py (module)                                                                                    |  MISSED |
|   EndpointKeyType (L6)                                                                                                   |  MISSED |
|   EndpointInvokeFields (L11)                                                                                             |  MISSED |
|   EndpointGetLogsFields (L17)                                                                                            |  MISSED |
|   EndpointYamlFields (L21)                                                                                               |  MISSED |
|   EndpointConfigurations (L50)                                                                                           |  MISSED |
|   LocalEndpointConstants (L56)                                                                                           |  MISSED |
|   BatchEndpointInvoke (L80)                                                                                              |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\constants\_registry.py (module)                                                                                    |  MISSED |
|   StorageAccountType (L11)                                                                                               |  MISSED |
|   AcrAccountSku (L23)                                                                                                    |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\constants\_workspace.py (module)                                                                                   |  MISSED |
|   ManagedServiceIdentityType (L9)                                                                                        | COVERED |
