= Coverage for C:\Users\dipeck.REDMOND\source\repos\diondrapeck\azure-sdk-for-python\sdk\ml\azure-ai-ml\azure\ =
------------------------------ Detailed Coverage ------------------------------
| Name                                                                                                                     |  Status |
|   DataTransferExportComponentFileRefField (L240)                                                                         |  MISSED |
|     DataTransferExportComponentFileRefField._deserialize (L241)                                                          |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\component\import_component.py (module)                                                                     |  MISSED |
|   ImportComponentSchema (L18)                                                                                            |  MISSED |
|     ImportComponentSchema.Meta (L19)                                                                                     |  MISSED |
|   RestCommandComponentSchema (L32)                                                                                       | COVERED |
|   AnonymousImportComponentSchema (L39)                                                                                   | COVERED |
|     AnonymousImportComponentSchema.make (L47)                                                                            |  MISSED |
|   ImportComponentFileRefField (L59)                                                                                      |  MISSED |
|     ImportComponentFileRefField._deserialize (L60)                                                                       |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\component\input_output.py (module)                                                                         |  MISSED |
|   InputPortSchema (L32)                                                                                                  |  MISSED |
|   OutputPortSchema (L45)                                                                                                 |  MISSED |
|     OutputPortSchema.add_private_fields_to_dump (L60)                                                                    |  MISSED |
|   PrimitiveOutputSchema (L71)                                                                                            |  MISSED |
|     PrimitiveOutputSchema.Meta (L77)                                                                                     |  MISSED |
|     PrimitiveOutputSchema._serialize (L89)                                                                               | COVERED |
|   ParameterSchema (L101)                                                                                                 |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\component\parallel_component.py (module)                                                                   |  MISSED |
|   ParallelComponentSchema (L22)                                                                                          |  MISSED |
|   RestParallelComponentSchema (L68)                                                                                      | COVERED |
|   AnonymousParallelComponentSchema (L75)                                                                                 | COVERED |
|     AnonymousParallelComponentSchema.make (L83)                                                                          |  MISSED |
|   ParallelComponentFileRefField (L93)                                                                                    |  MISSED |
|     ParallelComponentFileRefField._deserialize (L94)                                                                     |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\component\parallel_task.py (module)                                                                        |  MISSED |
|   ComponentParallelTaskSchema (L15)                                                                                      |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\component\resource.py (module)                                                                             |  MISSED |
|   ComponentResourceSchema (L12)                                                                                          |  MISSED |
|     ComponentResourceSchema.Meta (L13)                                                                                   |  MISSED |
|     ComponentResourceSchema.make (L17)                                                                                   |  MISSED |
|     ComponentResourceSchema.dump_override (L21)                                                                          |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\component\retry_settings.py (module)                                                                       |  MISSED |
|   RetrySettingsSchema (L10)                                                                                              |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\component\spark_component.py (module)                                                                      |  MISSED |
|   SparkComponentSchema (L21)                                                                                             |  MISSED |
|   RestSparkComponentSchema (L25)                                                                                         | COVERED |
|   AnonymousSparkComponentSchema (L32)                                                                                    | COVERED |
|     AnonymousSparkComponentSchema.make (L42)                                                                             |  MISSED |
|   SparkComponentFileRefField (L54)                                                                                       |  MISSED |
|     SparkComponentFileRefField._deserialize (L55)                                                                        |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\compute\__init__.py (module)                                                                               |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\compute\aml_compute.py (module)                                                                            |  MISSED |
|   AmlComputeSshSettingsSchema (L17)                                                                                      |  MISSED |
|     AmlComputeSshSettingsSchema.make (L23)                                                                               |  MISSED |
|   AmlComputeSchema (L29)                                                                                                 |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\compute\aml_compute_node_info.py (module)                                                                  |  MISSED |
|   AmlComputeNodeInfoSchema (L9)                                                                                          |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\compute\attached_compute.py (module)                                                                       |  MISSED |
|   AttachedComputeSchema (L9)                                                                                             |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\compute\compute.py (module)                                                                                |  MISSED |
|   ComputeSchema (L17)                                                                                                    |  MISSED |
|   NetworkSettingsSchema (L30)                                                                                            |  MISSED |
|     NetworkSettingsSchema.make (L37)                                                                                     |  MISSED |
|   UserAssignedIdentitySchema (L43)                                                                                       |  MISSED |
|     UserAssignedIdentitySchema.make (L50)                                                                                |  MISSED |
|   IdentitySchema (L54)                                                                                                   |  MISSED |
|     IdentitySchema.make (L70)                                                                                            |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\compute\compute_instance.py (module)                                                                       |  MISSED |
|   ComputeInstanceSshSettingsSchema (L19)                                                                                 |  MISSED |
|     ComputeInstanceSshSettingsSchema.make (L25)                                                                          |  MISSED |
|   CreateOnBehalfOfSchema (L31)                                                                                           |  MISSED |
|     CreateOnBehalfOfSchema.make (L36)                                                                                    |  MISSED |
|   OsImageMetadataSchema (L42)                                                                                            |  MISSED |
|     OsImageMetadataSchema.make (L48)                                                                                     |  MISSED |
|   ComputeInstanceSchema (L54)                                                                                            |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\compute\custom_applications.py (module)                                                                    |  MISSED |
|   ImageSettingsSchema (L14)                                                                                              |  MISSED |
|     ImageSettingsSchema.make (L18)                                                                                       |  MISSED |
|   EndpointsSettingsSchema (L24)                                                                                          |  MISSED |
|     EndpointsSettingsSchema.make (L29)                                                                                   |  MISSED |
|   VolumeSettingsSchema (L35)                                                                                             |  MISSED |
|     VolumeSettingsSchema.make (L40)                                                                                      |  MISSED |
|   CustomApplicationsSchema (L46)                                                                                         |  MISSED |
|     CustomApplicationsSchema.make (L55)                                                                                  |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\compute\kubernetes_compute.py (module)                                                                     |  MISSED |
|   KubernetesComputeSchema (L12)                                                                                          |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\compute\schedule.py (module)                                                                               |  MISSED |
|   BaseTriggerSchema (L17)                                                                                                |  MISSED |
|   CronTriggerSchema (L22)                                                                                                |  MISSED |
|     CronTriggerSchema.make (L27)                                                                                         |  MISSED |
|   RecurrenceScheduleSchema (L34)                                                                                         |  MISSED |
|     RecurrenceScheduleSchema.make (L52)                                                                                  |  MISSED |
|   RecurrenceTriggerSchema (L58)                                                                                          |  MISSED |
|     RecurrenceTriggerSchema.make (L74)                                                                                   |  MISSED |
|   ComputeStartStopScheduleSchema (L81)                                                                                   |  MISSED |
|     ComputeStartStopScheduleSchema.make (L105)                                                                           |  MISSED |
|   ComputeSchedulesSchema (L111)                                                                                          |  MISSED |
|     ComputeSchedulesSchema.make (L115)                                                                                   |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\compute\setup_scripts.py (module)                                                                          |  MISSED |
|   ScriptReferenceSchema (L13)                                                                                            |  MISSED |
|     ScriptReferenceSchema.make (L19)                                                                                     |  MISSED |
|   SetupScriptsSchema (L25)                                                                                               |  MISSED |
|     SetupScriptsSchema.make (L30)                                                                                        |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\compute\synapsespark_compute.py (module)                                                                   |  MISSED |
|   AutoScaleSettingsSchema (L17)                                                                                          |  MISSED |
|     AutoScaleSettingsSchema.make (L23)                                                                                   |  MISSED |
|   AutoPauseSettingsSchema (L29)                                                                                          |  MISSED |
|     AutoPauseSettingsSchema.make (L34)                                                                                   |  MISSED |
|   SynapseSparkComputeSchema (L40)                                                                                        |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\compute\usage.py (module)                                                                                  |  MISSED |
|   UsageNameSchema (L16)                                                                                                  |  MISSED |
|     UsageNameSchema.make (L21)                                                                                           |  MISSED |
|   UsageSchema (L27)                                                                                                      |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\compute\virtual_machine_compute.py (module)                                                                |  MISSED |
|   VirtualMachineSshSettingsSchema (L17)                                                                                  |  MISSED |
|     VirtualMachineSshSettingsSchema.make (L24)                                                                           |  MISSED |
|   VirtualMachineComputeSchema (L30)                                                                                      |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\compute\vm_size.py (module)                                                                                |  MISSED |
|   VmSizeSchema (L9)                                                                                                      |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\core\__init__.py (module)                                                                                  |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\core\fields.py (module)                                                                                    |  MISSED |
|   StringTransformedEnum (L48)                                                                                            |  MISSED |
|     StringTransformedEnum.__init__ (L49)                                                                                 |  MISSED |
|     StringTransformedEnum._jsonschema_type_mapping (L59)                                                                 |  MISSED |
|     StringTransformedEnum._serialize (L67)                                                                               |  MISSED |
|     StringTransformedEnum._deserialize (L74)                                                                             |  MISSED |
|   DumpableEnumField (L80)                                                                                                |  MISSED |
|     DumpableEnumField.__init__ (L81)                                                                                     | COVERED |
|   LocalPathField (L87)                                                                                                   | COVERED |
|     LocalPathField.__init__ (L98)                                                                                        |  MISSED |
|     LocalPathField._jsonschema_type_mapping (L104)                                                                       |  MISSED |
|     LocalPathField._resolve_path (L114)                                                                                  | COVERED |
|     LocalPathField.allowed_path_type (L135)                                                                              |  MISSED |
|     LocalPathField._validate (L142)                                                                                      |  MISSED |
|     LocalPathField._serialize (L150)                                                                                     |  MISSED |
|   SerializeValidatedUrl (L158)                                                                                           | COVERED |
|     SerializeValidatedUrl._serialize (L167)                                                                              |  MISSED |
|   DataBindingStr (L174)                                                                                                  | COVERED |
|     DataBindingStr._jsonschema_type_mapping (L178)                                                                       |  MISSED |
|     DataBindingStr._serialize (L186)                                                                                     |  MISSED |
|     DataBindingStr._validate (L199)                                                                                      |  MISSED |
|   NodeBindingStr (L205)                                                                                                  | COVERED |
|     NodeBindingStr._serialize (L208)                                                                                     |  MISSED |
|     NodeBindingStr._validate (L221)                                                                                      |  MISSED |
|   DateTimeStr (L227)                                                                                                     |  MISSED |
|     DateTimeStr._jsonschema_type_mapping (L228)                                                                          |  MISSED |
|     DateTimeStr._serialize (L236)                                                                                        |  MISSED |
|     DateTimeStr._validate (L242)                                                                                         |  MISSED |
|   ArmStr (L249)                                                                                                          |  MISSED |
|     ArmStr.__init__ (L250)                                                                                               |  MISSED |
|     ArmStr._jsonschema_type_mapping (L255)                                                                               |  MISSED |
|     ArmStr._serialize (L267)                                                                                             |  MISSED |
|     ArmStr._deserialize (L275)                                                                                           |  MISSED |
|   ArmVersionedStr (L301)                                                                                                 |  MISSED |
|     ArmVersionedStr.__init__ (L302)                                                                                      |  MISSED |
|     ArmVersionedStr._deserialize (L306)                                                                                  |  MISSED |
|   FileRefField (L339)                                                                                                    |  MISSED |
|     FileRefField.__init__ (L340)                                                                                         |  MISSED |
|     FileRefField._jsonschema_type_mapping (L343)                                                                         |  MISSED |
|     FileRefField._deserialize (L351)                                                                                     |  MISSED |
|     FileRefField._serialize (L362)                                                                                       |  MISSED |
|   RefField (L366)                                                                                                        |  MISSED |
|     RefField.__init__ (L367)                                                                                             |  MISSED |
|     RefField._jsonschema_type_mapping (L370)                                                                             |  MISSED |
|     RefField._deserialize (L378)                                                                                         |  MISSED |
|     RefField._serialize (L399)                                                                                           |  MISSED |
|   NestedField (L403)                                                                                                     | COVERED |
|     NestedField.__init__ (L406)                                                                                          |  MISSED |
|   UnionField (L417)                                                                                                      |  MISSED |
|     UnionField.__init__ (L418)                                                                                           |  MISSED |
|     UnionField.union_fields (L432)                                                                                       |  MISSED |
|     UnionField.insert_union_field (L435)                                                                                 |  MISSED |
|     UnionField._bind_to_schema (L439)                                                                                    |  MISSED |
|     UnionField._create_bind_fields (L443)                                                                                |  MISSED |
|     UnionField._serialize (L451)                                                                                         |  MISSED |
|     UnionField._deserialize (L465)                                                                                       |  MISSED |
|   TypeSensitiveUnionField (L494)                                                                                         | COVERED |
|     TypeSensitiveUnionField.__init__ (L503)                                                                              | COVERED |
|     TypeSensitiveUnionField._bind_to_schema (L532)                                                                       |  MISSED |
|     TypeSensitiveUnionField.type_field_name (L541)                                                                       |  MISSED |
|     TypeSensitiveUnionField.allowed_types (L545)                                                                         |  MISSED |
|     TypeSensitiveUnionField.insert_type_sensitive_field (L548)                                                           | COVERED |
|     TypeSensitiveUnionField._raise_simplified_error_base_on_type (L555)                                                  | COVERED |
|     TypeSensitiveUnionField._serialize (L583)                                                                            |  MISSED |
|     TypeSensitiveUnionField._try_load_from_yaml (L599)                                                                   |  MISSED |
|     TypeSensitiveUnionField._deserialize (L619)                                                                          |  MISSED |
|   ComputeField (L628)                                                                                                    | COVERED |
|   CodeField (L645)                                                                                                       | COVERED |
|   DistributionField (L665)                                                                                               |  MISSED |
|   PrimitiveValueField (L681)                                                                                             |  MISSED |
|   VersionField (L703)                                                                                                    |  MISSED |
|     VersionField.__init__ (L704)                                                                                         |  MISSED |
|     VersionField._jsonschema_type_mapping (L707)                                                                         |  MISSED |
|     VersionField._deserialize (L715)                                                                                     |  MISSED |
|   DumpableIntegerField (L723)                                                                                            |  MISSED |
|     DumpableIntegerField._serialize (L724)                                                                               |  MISSED |
|   DumpableFloatField (L731)                                                                                              |  MISSED |
|     DumpableFloatField.__init__ (L732)                                                                                   |  MISSED |
|     DumpableFloatField._validated (L743)                                                                                 |  MISSED |
|     DumpableFloatField._serialize (L748)                                                                                 |  MISSED |
|   DumpableStringField (L752)                                                                                             |  MISSED |
|     DumpableStringField._serialize (L753)                                                                                |  MISSED |
|   ExperimentalField (L759)                                                                                               |  MISSED |
|     ExperimentalField.__init__ (L760)                                                                                    |  MISSED |
|     ExperimentalField.experimental_field (L771)                                                                          |  MISSED |
|     ExperimentalField._bind_to_schema (L775)                                                                             |  MISSED |
|     ExperimentalField._serialize (L779)                                                                                  |  MISSED |
|     ExperimentalField._deserialize (L784)                                                                                |  MISSED |
|   RegistryStr (L793)                                                                                                     |  MISSED |
|     RegistryStr.__init__ (L794)                                                                                          |  MISSED |
|     RegistryStr._jsonschema_type_mapping (L798)                                                                          |  MISSED |
|     RegistryStr._serialize (L810)                                                                                        |  MISSED |
|     RegistryStr._deserialize (L817)                                                                                      |  MISSED |
|   InternalRegistryStr (L826)                                                                                             |  MISSED |
|     InternalRegistryStr._jsonschema_type_mapping (L827)                                                                  |  MISSED |
|     InternalRegistryStr._deserialize (L832)                                                                              |  MISSED |
|   PythonFuncNameStr (L838)                                                                                               |  MISSED |
|     PythonFuncNameStr._get_field_name (L840)                                                                             | COVERED |
|     PythonFuncNameStr._deserialize (L843)                                                                                | COVERED |
|   PipelineNodeNameStr (L856)                                                                                             |  MISSED |
|     PipelineNodeNameStr._get_field_name (L858)                                                                           | COVERED |
|     PipelineNodeNameStr._deserialize (L861)                                                                              | COVERED |
|   GitStr (L873)                                                                                                          |  MISSED |
|     GitStr.__init__ (L874)                                                                                               |  MISSED |
|     GitStr._jsonschema_type_mapping (L877)                                                                               |  MISSED |
|     GitStr._serialize (L885)                                                                                             |  MISSED |
|     GitStr._deserialize (L892)                                                                                           |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\core\intellectual_property.py (module)                                                                     |  MISSED |
|   BaseIntellectualPropertySchema (L17)                                                                                   |  MISSED |
|     BaseIntellectualPropertySchema.make (L19)                                                                            |  MISSED |
|   ProtectionLevelSchema (L25)                                                                                            |  MISSED |
|   PublisherSchema (L33)                                                                                                  |  MISSED |
|   IntellectualPropertySchema (L38)                                                                                       |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\core\resource.py (module)                                                                                  |  MISSED |
|   ResourceSchema (L17)                                                                                                   |  MISSED |
|     ResourceSchema.pass_source_path (L24)                                                                                |  MISSED |
|     ResourceSchema.update_base_path_pre_dump (L39)                                                                       |  MISSED |
|     ResourceSchema.reset_base_path_post_dump (L47)                                                                       |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\core\schema.py (module)                                                                                    |  MISSED |
|   PathAwareSchema (L22)                                                                                                  |  MISSED |
|     PathAwareSchema.__init__ (L25)                                                                                       |  MISSED |
|     PathAwareSchema.add_param_overrides (L36)                                                                            |  MISSED |
|     PathAwareSchema.trim_dump_only (L58)                                                                                 | COVERED |
|   YamlFileSchema (L74)                                                                                                   | COVERED |
|     YamlFileSchema.__init__ (L83)                                                                                        |  MISSED |
|     YamlFileSchema._resolve_path (L88)                                                                                   |  MISSED |
|     YamlFileSchema.load_from_file (L99)                                                                                  |  MISSED |
|     YamlFileSchema.reset_base_path_post_load (L114)                                                                      |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\core\schema_meta.py (module)                                                                               |  MISSED |
|   PatchedMeta (L17)                                                                                                      |  MISSED |
|   PatchedBaseSchema (L22)                                                                                                |  MISSED |
|     PatchedBaseSchema.Meta (L23)                                                                                         |  MISSED |
|     PatchedBaseSchema.remove_none (L28)                                                                                  | COVERED |
|   PatchedSchemaMeta (L33)                                                                                                | COVERED |
|     PatchedSchemaMeta.__new__ (L39)                                                                                      |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\job\__init__.py (module)                                                                                   |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\job\base_job.py (module)                                                                                   |  MISSED |
|   BaseJobSchema (L25)                                                                                                    |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\job\command_job.py (module)                                                                                |  MISSED |
|   CommandJobSchema (L16)                                                                                                 |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\job\creation_context.py (module)                                                                           |  MISSED |
|   CreationContextSchema (L10)                                                                                            |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\job\data_transfer_job.py (module)                                                                          |  MISSED |
|   DataTransferCopyJobSchema (L16)                                                                                        |  MISSED |
|   DataTransferImportJobSchema (L27)                                                                                      |  MISSED |
|     DataTransferImportJobSchema.outputs_key (L39)                                                                        |  MISSED |
|   DataTransferExportJobSchema (L47)                                                                                      |  MISSED |
|     DataTransferExportJobSchema.inputs_key (L55)                                                                         |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\job\distribution.py (module)                                                                               |  MISSED |
|   MPIDistributionSchema (L19)                                                                                            |  MISSED |
|     MPIDistributionSchema.make (L24)                                                                                     |  MISSED |
|     MPIDistributionSchema.predump (L31)                                                                                  |  MISSED |
|   TensorFlowDistributionSchema (L39)                                                                                     |  MISSED |
|     TensorFlowDistributionSchema.make (L45)                                                                              |  MISSED |
|     TensorFlowDistributionSchema.predump (L52)                                                                           |  MISSED |
|   PyTorchDistributionSchema (L60)                                                                                        |  MISSED |
|     PyTorchDistributionSchema.make (L65)                                                                                 |  MISSED |
|     PyTorchDistributionSchema.predump (L72)                                                                              |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\job\identity.py (module)                                                                                   |  MISSED |
|   ManagedIdentitySchema (L26)                                                                                            |  MISSED |
|     ManagedIdentitySchema.make (L37)                                                                                     |  MISSED |
|   AMLTokenIdentitySchema (L42)                                                                                           |  MISSED |
|     AMLTokenIdentitySchema.make (L50)                                                                                    |  MISSED |
|   UserIdentitySchema (L55)                                                                                               |  MISSED |
|     UserIdentitySchema.make (L63)                                                                                        |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\job\import_job.py (module)                                                                                 |  MISSED |
|   DatabaseImportSourceSchema (L17)                                                                                       |  MISSED |
|     DatabaseImportSourceSchema.make (L30)                                                                                |  MISSED |
|   FileImportSourceSchema (L36)                                                                                           |  MISSED |
|     FileImportSourceSchema.make (L42)                                                                                    |  MISSED |
|   ImportJobSchema (L48)                                                                                                  |  MISSED |
|     ImportJobSchema.Meta (L49)                                                                                           |  MISSED |
|--------------------------------------------------------------------------------------------------------------------------|---------|
| ai\ml\_schema\job\input_output_entry.py (module)                                                                         |  MISSED |
|   InputSchema (L31)                                                                                                      |  MISSED |
|     InputSchema.make (L33)                                                                                               |  MISSED |
|     InputSchema.check_dict (L39)                                                                                         |  MISSED |
|   generate_path_property (L47)                                                                                           |  MISSED |
|   generate_datastore_property (L62)                                                                                      |  MISSED |
|   ModelInputSchema (L70)                                                                                                 |  MISSED |
|   DataInputSchema (L90)                                                                                                  |  MISSED |
|   MLTableInputSchema (L109)                                                                                              |  MISSED |
|   InputLiteralValueSchema (L125)                                                                                         |  MISSED |
|     InputLiteralValueSchema.make (L129)                                                                                  |  MISSED |
|     InputLiteralValueSchema.check_dict (L133)                                                                            |  MISSED |
|   OutputSchema (L139)                                                                                                    |  MISSED |
|     OutputSchema.make (L164)                                                                                             |  MISSED |
|     OutputSchema.check_dict (L170)                                                                                       |  MISSED |
